arm,seed,split,lane,scenario_id,success,recorded_feasible_success,outcome,time_s,final_distance_m,final_speed_mps,path_m,straight_distance_m,energy_proxy_j,handovers,outage_s,dropped_bits,delay_proxy_mean_s,interference_mean_w,sinr_mean_db,sinr_p05_db,rss_mean_dbm,raw_return,path_to_endpoint_distance_ratio,service_deficit_fraction,longest_service_deficit_s,delay_above_one_s_fraction,max_delay_proxy_s,final_buffer_bits
reward_only,1101,longer_test,187,42013_0187,True,True,success,88.0,4.6594977378845215,0.7337760329246521,1167.236328125,1160.6402587890625,16556.095703125,7,0.0,0.0,1.5338362756777892,8.436191210653926e-07,-8.261937141418457,-14.394822120666504,-39.1363639831543,29.58214069996029,1.0056831298811049,0.3181818181818182,4.0,0.2159090909090909,62.19357681274414,282281.78125
reward_only,1101,longer_test,188,42013_0188,True,True,success,86.0,5.984684944152832,1.6135238409042358,1079.31689453125,1071.4151611328125,15453.7685546875,6,2.0,0.0,7.634191739762765,6.519343079231095e-07,-10.989120483398438,-22.337465286254883,-41.77906799316406,28.38987752981484,1.007375043479955,0.2441860465116279,3.0,0.22093023255813954,200.0,0.0
reward_only,1101,longer_test,189,42013_0189,True,True,success,121.0,2.4557220935821533,0.519176721572876,1767.5640869140625,1760.2823486328125,25733.388671875,10,0.0,0.0,1.0767815843631499,6.856848169586894e-07,-8.212458610534668,-16.60162353515625,-39.95041275024414,37.57309796102345,1.0041366876665585,0.2727272727272727,6.0,0.15702479338842976,43.31651306152344,0.0
reward_only,1101,longer_test,190,42013_0190,True,True,success,94.0,1.8911162614822388,1.3900951147079468,1256.6885986328125,1223.65966796875,18132.013671875,7,1.0,0.0,4.938035068280519,6.386481383641055e-07,-9.742076873779297,-18.40682029724121,-41.23404312133789,29.81578328134492,1.0269919255563027,0.2872340425531915,4.0,0.23404255319148937,200.0,0.0
reward_only,1101,longer_test,191,42013_0191,True,True,success,91.0,3.9299099445343018,1.9488377571105957,1243.32666015625,1236.6416015625,17690.9609375,8,0.0,0.0,2.115292861846603,9.148135061198216e-07,-9.660943984985352,-18.65093231201172,-40.17582321166992,29.84654451534152,1.0054058173243594,0.3516483516483517,6.0,0.3076923076923077,25.43991470336914,0.0
reward_only,1101,longer_test,192,42013_0192,True,True,success,113.0,9.850361824035645,1.3312404155731201,1349.8734130859375,1354.8115234375,20920.61328125,6,0.0,0.0,2.244664828869951,5.437468948570216e-07,-6.480062007904053,-19.345115661621094,-39.530975341796875,31.3948727324605,0.9963551311262594,0.19469026548672566,5.0,0.168141592920354,75.86653900146484,0.0
reward_only,1101,longer_test,193,42013_0193,True,True,success,110.0,3.231273651123047,1.4355225563049316,1515.083984375,1508.555908203125,22171.390625,7,0.0,0.0,1.036925222216682,5.852429565452026e-07,-7.0983405113220215,-15.526394844055176,-39.78181838989258,34.301309986039996,1.0043273677404843,0.19090909090909092,4.0,0.13636363636363635,38.13308334350586,0.0
reward_only,1101,longer_test,194,42013_0194,True,True,success,96.0,8.208757400512695,1.9287859201431274,1407.1160888671875,1395.6439208984375,19910.279296875,10,1.0,0.0,4.033372605297093,9.623263193721716e-07,-10.299026489257812,-21.191593170166016,-40.05208206176758,32.474126785993576,1.0082199820433888,0.34375,5.0,0.19791666666666666,200.0,0.0
reward_only,1101,longer_test,195,42013_0195,True,True,success,84.0,2.6203529834747314,0.3325618505477905,1148.777587890625,1144.048095703125,16210.7607421875,6,0.0,0.0,1.7792720069133101,8.544265428088779e-07,-8.61981201171875,-18.452363967895508,-39.5,29.628701307810843,1.0041339976922852,0.2976190476190476,5.0,0.16666666666666666,77.40321350097656,0.0
reward_only,1101,longer_test,196,42013_0196,True,True,success,112.0,5.859268665313721,1.7934514284133911,1639.72607421875,1640.6575927734375,23460.869140625,4,0.0,0.0,1.4299461706707786,7.742122268997573e-07,-6.715110778808594,-16.83235740661621,-38.09821319580078,36.57453428953886,0.9994322285412931,0.16964285714285715,6.0,0.17857142857142858,38.33662033081055,0.0
reward_only,1101,longer_test,197,42013_0197,True,True,success,107.0,0.9654114842414856,1.4725487232208252,1592.0706787109375,1586.5899658203125,22745.818359375,12,0.0,0.0,3.569042511014529,7.912580036501023e-07,-8.196091651916504,-18.7983341217041,-39.4485969543457,34.901147863594815,1.0034543978020127,0.29906542056074764,4.0,0.205607476635514,176.5821990966797,0.0
reward_only,1101,longer_test,198,42013_0198,True,True,success,85.0,2.3903167247772217,1.5354290008544922,1124.80810546875,1119.7823486328125,15930.1064453125,7,0.0,0.0,2.4348460647989723,1.3220557896013763e-06,-9.653304100036621,-20.135231018066406,-38.670589447021484,28.667229233309627,1.0044881550794882,0.4117647058823529,5.0,0.3058823529411765,51.183414459228516,0.0
reward_only,1101,longer_test,199,42013_0199,True,True,success,102.0,1.5241681337356567,1.3830623626708984,1426.636474609375,1412.14599609375,20715.73046875,10,1.0,0.0,3.810284551598278,4.1156438403705206e-07,-8.041645050048828,-18.06722640991211,-41.83333206176758,32.79545654729009,1.0102613175661075,0.17647058823529413,5.0,0.18627450980392157,200.0,0.0
reward_only,1102,test,0,42012_0000,True,True,success,68.0,4.766580581665039,1.6705455780029297,951.9859619140625,941.8820190429688,13208.3046875,5,0.0,0.0,1.1182311913546394,9.873045322993836e-07,-8.834596633911133,-18.80850601196289,-38.985294342041016,27.392290849238634,1.0107273975580935,0.29411764705882354,4.0,0.23529411764705882,11.337871551513672,0.0
reward_only,1102,test,1,42012_0001,True,True,success,38.0,7.632274627685547,1.4723268747329712,369.67950439453125,360.7795715332031,5375.537109375,5,0.0,0.0,0.23978599092285885,5.717493416724258e-07,-6.282407760620117,-14.779561042785645,-39.078948974609375,21.887604838237166,1.024668616417238,0.10526315789473684,1.0,0.07894736842105263,4.003644943237305,0.0
reward_only,1102,test,2,42012_0002,True,True,success,65.0,4.433310508728027,1.2661364078521729,882.9127807617188,874.3212890625,12065.94140625,5,0.0,0.0,5.1148601929728805,7.749014475148915e-07,-9.408296585083008,-20.55634307861328,-40.58461380004883,26.407874543219805,1.009826469750532,0.35384615384615387,4.0,0.3384615384615385,113.28619384765625,0.0
reward_only,1102,test,3,42012_0003,True,True,success,45.0,4.808605194091797,1.6788944005966187,436.2754211425781,412.68682861328125,6416.521484375,2,0.0,0.0,0.08519733767542574,8.770495823126921e-07,-6.409108638763428,-11.276900291442871,-37.06666564941406,22.414473969489336,1.0571585785971405,0.08888888888888889,2.0,0.022222222222222223,1.9834012985229492,0.0
reward_only,1102,test,4,42012_0004,True,True,success,40.0,5.344310283660889,0.7748903632164001,347.698974609375,304.38885498046875,5441.32421875,7,0.0,0.0,15.204396236687899,1.0545096685632415e-06,-11.70178508758545,-21.5793399810791,-41.5,19.40507595986128,1.1422854973835532,0.5,4.0,0.825,194.91465759277344,116196.375
reward_only,1102,test,5,42012_0005,True,True,success,40.0,6.9335761070251465,1.5010801553726196,405.37750244140625,395.4053039550781,5804.1787109375,4,1.0,0.0,7.142145481519401,8.855180070099778e-07,-12.817797660827637,-15.896519660949707,-42.17499923706055,21.276052497327328,1.0252201940302275,0.45,6.0,0.525,200.0,663619.5625
reward_only,1102,test,6,42012_0006,True,True,success,69.0,2.289827346801758,1.3541409969329834,785.4766235351562,764.3229370117188,11343.74609375,2,0.0,0.0,0.9532739361883074,8.48169256773806e-07,-4.651159286499023,-16.84380340576172,-35.463768005371094,25.520231617614627,1.027676372772669,0.2028985507246377,3.0,0.15942028985507245,23.343889236450195,0.0
reward_only,1102,test,7,42012_0007,True,True,success,64.0,4.422662258148193,1.5779024362564087,857.0445556640625,841.6392211914062,11808.060546875,4,0.0,0.0,6.43377352016978,9.727195422470913e-07,-8.074939727783203,-21.675886154174805,-38.328125,25.883638080209494,1.0183039645548466,0.328125,4.0,0.390625,135.6727294921875,0.0
reward_only,1102,test,8,42012_0008,True,True,success,39.0,5.605958938598633,0.5366845726966858,320.6344299316406,313.91925048828125,5065.2490234375,3,0.0,0.0,0.49055760497084033,4.399914985971265e-07,-6.116398334503174,-14.14111042022705,-39.871795654296875,21.14174619037658,1.0213914228990875,0.2564102564102564,3.0,0.1794871794871795,6.734160423278809,0.0
reward_only,1102,test,9,42012_0009,True,True,success,42.0,5.268743991851807,0.7465181946754456,463.0326843261719,451.2434387207031,6435.2294921875,4,0.0,0.0,0.307554623910359,7.441588374084469e-07,-4.3374810218811035,-14.627365112304688,-35.761905670166016,22.759370459243655,1.0261261319142763,0.21428571428571427,2.0,0.09523809523809523,4.900378704071045,0.0
reward_only,1102,test,10,42012_0010,True,True,success,47.0,9.405708312988281,1.3876564502716064,520.4714965820312,507.7125549316406,7261.20751953125,3,0.0,0.0,1.551789512818164,1.2640682501675676e-06,-10.3178071975708,-19.62677574157715,-39.40425491333008,22.762330485507846,1.0251302464878154,0.3829787234042553,2.0,0.2765957446808511,12.203121185302734,0.0
reward_only,1102,test,11,42012_0011,True,True,success,35.0,7.511552333831787,0.2536998987197876,373.88629150390625,364.5953674316406,5256.43310546875,3,0.0,0.0,1.1052502108471733,9.53558441908951e-07,-7.35394811630249,-17.295595169067383,-37.74285888671875,21.86399880796671,1.0254828363226738,0.2571428571428571,2.0,0.22857142857142856,9.985776901245117,0.0
reward_only,1102,test,12,42012_0012,True,True,success,55.0,9.932249069213867,1.0820037126541138,686.3960571289062,671.8076171875,9431.6455078125,4,0.0,0.0,2.8709724865176462,1.1252424966104709e-06,-10.377508163452148,-19.241966247558594,-39.98181915283203,24.01371598802507,1.0217152047225666,0.38181818181818183,5.0,0.38181818181818183,28.909774780273438,0.0
reward_only,1102,test,13,42012_0013,True,True,success,56.0,7.989563941955566,1.8395506143569946,800.7492065429688,789.3042602539062,10850.916015625,3,0.0,0.0,0.21852944418787956,5.70618850202566e-07,-4.811313629150391,-11.790191650390625,-37.66071319580078,26.639105517417192,1.0145000437288667,0.14285714285714285,2.0,0.03571428571428571,7.050090789794922,0.0
reward_only,1102,test,14,42012_0014,True,True,success,39.0,8.112937927246094,1.5153576135635376,378.3455810546875,368.7511901855469,5516.09228515625,3,0.0,0.0,1.0137745923338792,7.28804134443915e-07,-9.087922096252441,-17.807525634765625,-40.487178802490234,21.768648026511073,1.026018603124543,0.20512820512820512,2.0,0.10256410256410256,14.96401596069336,0.0
reward_only,1102,test,15,42012_0015,True,True,success,46.0,7.728039741516113,1.9710700511932373,537.8072509765625,522.8228149414062,7431.56689453125,7,0.0,0.0,6.712787906386201,1.0375344001915991e-06,-10.154091835021973,-20.17255973815918,-40.10869598388672,22.41363899409771,1.028660639143752,0.4782608695652174,6.0,0.4782608695652174,134.76666259765625,440023.09375
reward_only,1102,test,16,42012_0016,True,True,success,29.0,6.919116497039795,1.1935100555419922,278.95904541015625,264.40020751953125,4065.918701171875,2,0.0,0.0,1.5307820398232033,6.518672633099978e-07,-8.096585273742676,-17.35307502746582,-40.034481048583984,21.023711094632745,1.0550636401809539,0.27586206896551724,2.0,0.2413793103448276,23.81214714050293,0.0
reward_only,1102,test,17,42012_0017,True,True,success,35.0,7.255749225616455,1.7233262062072754,310.99072265625,302.6761169433594,4695.70361328125,3,0.0,0.0,1.6531782011900629,9.418114456950986e-07,-8.971126556396484,-17.65243148803711,-39.371429443359375,20.961480051279068,1.0274703065337876,0.34285714285714286,4.0,0.3142857142857143,20.391887664794922,0.0
reward_only,1102,test,18,42012_0018,True,True,success,46.0,8.794768333435059,1.6217929124832153,554.9545288085938,541.5479736328125,7568.29296875,7,0.0,0.0,4.005945816150178,1.0306176089552141e-06,-10.39182186126709,-21.507366180419922,-40.369564056396484,23.012471716850996,1.0247559880722061,0.41304347826086957,4.0,0.30434782608695654,47.938968658447266,0.0
reward_only,1102,test,19,42012_0019,True,True,success,56.0,4.67997932434082,1.601264238357544,739.5718383789062,731.8853149414062,10119.62109375,6,0.0,0.0,1.1824473512492009,9.796863713924203e-07,-8.467133522033691,-13.59005355834961,-38.67856979370117,25.250235548242927,1.0105023605209449,0.32142857142857145,4.0,0.17857142857142858,27.343772888183594,2512.5625
reward_only,1102,test,20,42012_0020,True,True,success,30.0,8.395134925842285,1.8588783740997314,257.18359375,247.24835205078125,3972.938720703125,2,0.0,0.0,2.246816449115674,1.0150668420768246e-06,-10.144901275634766,-18.781328201293945,-40.13333511352539,20.723315436393023,1.0401832473980583,0.43333333333333335,5.0,0.23333333333333334,26.672819137573242,514097.53125
reward_only,1102,test,21,42012_0021,True,True,success,74.0,3.1311581134796143,0.9255412817001343,874.149658203125,866.22607421875,12513.373046875,8,0.0,0.0,2.1867046977544353,7.609663660522946e-07,-8.110602378845215,-19.282840728759766,-39.486488342285156,25.881352277472615,1.009147247145061,0.36486486486486486,7.0,0.24324324324324326,50.894100189208984,0.0
reward_only,1102,test,22,42012_0022,True,True,success,39.0,7.859487533569336,1.7589993476867676,336.1881408691406,294.5792541503906,5239.7197265625,3,0.0,0.0,2.766623766662983,6.023880970564604e-07,-8.255611419677734,-21.17418670654297,-40.487178802490234,20.72907914966345,1.1412485303445963,0.3076923076923077,3.0,0.23076923076923078,36.72004318237305,0.0
reward_only,1102,test,23,42012_0023,True,True,success,57.0,2.96854829788208,1.040305495262146,640.9285278320312,634.653076171875,9017.3916015625,5,0.0,0.0,3.7296307255562984,8.190274228494226e-07,-8.646811485290527,-19.51679039001465,-39.66666793823242,24.038895774632692,1.0098880032190323,0.24561403508771928,4.0,0.22807017543859648,78.10601043701172,0.0
reward_only,1102,test,24,42012_0024,True,True,success,42.0,6.444409370422363,1.4584170579910278,395.62005615234375,387.5151672363281,5849.74658203125,5,0.0,0.0,2.2431819453125907,1.0014658755608252e-06,-9.94153881072998,-18.55567741394043,-40.02381134033203,21.460572892799973,1.0209150237236335,0.40476190476190477,4.0,0.2619047619047619,24.24197769165039,64661.84375
reward_only,1102,test,25,42012_0025,True,True,success,35.0,6.433428764343262,1.024052619934082,329.10552978515625,317.9236755371094,4836.892578125,1,0.0,0.0,0.0,3.633999101891407e-07,-4.508798122406006,-7.860418319702148,-38.94285583496094,21.89863720536232,1.0351715053279877,0.0,0.0,0.0,0.0,0.0
reward_only,1102,test,26,42012_0026,True,True,success,47.0,4.809638500213623,1.1773613691329956,556.686279296875,548.9273071289062,7580.6689453125,7,0.0,0.0,5.56922391722811,9.532792667395119e-07,-9.894968032836914,-19.418310165405273,-40.191490173339844,22.53336361795664,1.0141347899206383,0.48936170212765956,12.0,0.5957446808510638,78.22273254394531,0.0
reward_only,1102,test,27,42012_0027,True,True,success,46.0,4.247210502624512,1.4061256647109985,411.7922668457031,400.66192626953125,6284.02734375,2,0.0,0.0,0.2949138942943967,2.7635187649366344e-07,-5.812427520751953,-14.659790992736816,-41.630435943603516,22.073662258684635,1.0277798808581684,0.13043478260869565,2.0,0.10869565217391304,3.986938953399658,0.0
reward_only,1102,test,28,42012_0028,True,True,success,26.0,8.115464210510254,1.4947227239608765,227.9029541015625,219.31875610351562,3475.26123046875,1,0.0,0.0,0.0,3.9697336262634053e-07,-7.648317813873291,-8.74779987335205,-41.69230651855469,21.1219393722713,1.0391402821653577,0.0,0.0,0.0,0.0,0.0
reward_only,1102,test,29,42012_0029,True,True,success,33.0,7.897792816162109,1.6847410202026367,371.29339599609375,359.8136901855469,5143.50244140625,2,0.0,0.0,0.05485281732046243,5.315104460530138e-07,-6.696928024291992,-10.99457836151123,-39.60606002807617,22.325462598353624,1.0319045831875577,0.12121212121212122,3.0,0.030303030303030304,1.0932345390319824,0.0
reward_only,1102,test,30,42012_0030,True,True,success,72.0,7.365938186645508,0.9880423545837402,879.525146484375,869.9832763671875,12283.48046875,2,0.0,0.0,3.0603446162616215,1.0822919054791985e-06,-9.120476722717285,-19.449613571166992,-38.86111068725586,26.43100094422698,1.0109678776321216,0.3472222222222222,5.0,0.2361111111111111,82.34339141845703,0.0
reward_only,1102,test,31,42012_0031,True,True,success,49.0,6.597305774688721,1.0306497812271118,598.4805297851562,586.9307250976562,8177.3115234375,7,0.0,0.0,0.9999419161859824,8.815960068993578e-07,-7.975213527679443,-15.65175724029541,-38.75510025024414,23.71065193042159,1.0196783098815934,0.2653061224489796,4.0,0.1836734693877551,15.628697395324707,0.0
reward_only,1102,test,32,42012_0032,True,True,success,40.0,4.262172222137451,0.9531378149986267,430.17584228515625,407.2378845214844,6162.5703125,6,0.0,0.0,2.0794646720867602,8.707201644142515e-07,-8.84238052368164,-15.813342094421387,-39.54999923706055,21.723119128495455,1.0563256971797321,0.425,3.0,0.275,51.26915740966797,106863.3984375
reward_only,1102,test,33,42012_0033,True,True,success,70.0,8.461772918701172,1.1096525192260742,918.0507202148438,907.523193359375,12652.1396484375,7,1.0,0.0,3.32908115450825,3.576006152781831e-07,-8.123428344726562,-15.355023384094238,-42.11428451538086,27.391219589859247,1.0116002840836487,0.15714285714285714,4.0,0.11428571428571428,200.0,0.0
reward_only,1102,test,34,42012_0034,True,True,success,60.0,7.071559429168701,0.7634651064872742,630.2207641601562,619.5003051757812,9015.00390625,8,0.0,0.0,0.7529942957063516,9.343742713478302e-07,-7.689971923828125,-15.99107551574707,-38.11666488647461,23.64910734258592,1.017305010013406,0.25,2.0,0.16666666666666666,14.754504203796387,0.0
reward_only,1102,test,35,42012_0035,True,True,success,58.0,6.263295650482178,1.1290388107299805,727.8495483398438,719.4324340820312,10007.6826171875,4,0.0,0.0,3.9131548802272,9.257739160101006e-07,-8.863027572631836,-20.313426971435547,-39.39655303955078,24.42470372468233,1.0116996591466612,0.39655172413793105,4.0,0.43103448275862066,42.99984359741211,0.0
reward_only,1102,test,36,42012_0036,True,True,success,30.0,7.848236560821533,0.6874317526817322,297.1159973144531,282.1009216308594,4277.9365234375,1,0.0,0.0,0.05177256266276042,4.475730150943491e-07,-7.18066930770874,-10.772516250610352,-40.70000076293945,21.597440037876368,1.053225900847079,0.06666666666666667,1.0,0.0,0.8709419965744019,0.0
reward_only,1102,test,37,42012_0037,True,True,success,48.0,6.175458908081055,1.0464218854904175,417.1717529296875,354.4712829589844,6571.01416015625,2,0.0,0.0,0.3061182660361131,7.456587625872165e-07,-4.009176254272461,-13.147944450378418,-35.47916793823242,21.4582438506186,1.176884483976543,0.10416666666666667,2.0,0.0625,8.975468635559082,0.0
reward_only,1102,test,38,42012_0038,True,True,success,33.0,5.702457904815674,1.12541663646698,281.0245361328125,274.7251892089844,4321.4287109375,2,0.0,0.0,1.3416357278598077,6.78062378662589e-07,-6.650671482086182,-17.53616714477539,-38.48484802246094,21.040363922715187,1.0229296299402535,0.2727272727272727,3.0,0.18181818181818182,17.921445846557617,0.0
reward_only,1102,test,39,42012_0039,True,True,success,54.0,5.4643635749816895,1.8813632726669312,719.0719604492188,707.7044067382812,9733.4267578125,4,0.0,0.0,3.3401263005755566,1.0856433281905656e-06,-10.286698341369629,-19.61139678955078,-40.0,24.402463223785162,1.016062573021594,0.4074074074074074,9.0,0.5,17.988672256469727,0.0
reward_only,1102,test,40,42012_0040,True,True,success,71.0,4.306957244873047,0.722740113735199,840.1807250976562,829.8805541992188,11855.615234375,5,0.0,0.0,1.2428529283530276,8.224070133507321e-07,-8.11276626586914,-16.422332763671875,-39.09859085083008,25.827754467725754,1.0124116306212,0.3380281690140845,5.0,0.2535211267605634,17.232311248779297,0.0
reward_only,1102,test,41,42012_0041,True,True,success,58.0,7.418619155883789,1.074571967124939,803.3991088867188,788.4614868164062,10848.453125,5,0.0,0.0,3.4646036899488033,9.191327592361631e-07,-10.466574668884277,-21.879228591918945,-40.931034088134766,25.37526022270322,1.018945278013041,0.41379310344827586,4.0,0.39655172413793105,42.286495208740234,0.0
reward_only,1102,test,42,42012_0042,True,True,success,43.0,8.222134590148926,1.4997100830078125,432.4866638183594,420.32818603515625,6237.01318359375,1,0.0,0.0,0.18960807143255723,2.4702448830646253e-07,-5.962105751037598,-12.372453689575195,-42.25581359863281,22.608320001512766,1.028926153865366,0.09302325581395349,2.0,0.06976744186046512,3.8403966426849365,263023.0
reward_only,1102,test,43,42012_0043,True,True,success,37.0,7.22194766998291,1.6194349527359009,330.5230407714844,322.7952880859375,4956.181640625,0,0.0,0.0,0.04472223125599526,3.0337652006167176e-07,-3.727605104446411,-10.715950965881348,-39.02702713012695,21.859544610604644,1.0239401037461535,0.10810810810810811,2.0,0.02702702702702703,1.0744099617004395,111375.2109375
reward_only,1102,test,44,42012_0044,True,True,success,31.0,7.027892112731934,1.7928751707077026,311.28790283203125,296.8310241699219,4455.06298828125,2,0.0,0.0,1.0970838115580621,9.235505719897769e-07,-8.446303367614746,-17.712543487548828,-38.83871078491211,21.366061527282,1.0487040689312634,0.3225806451612903,3.0,0.1935483870967742,11.088632583618164,0.0
reward_only,1102,test,45,42012_0045,True,True,success,32.0,4.959929943084717,1.9191758632659912,328.74530029296875,317.5707092285156,4702.99462890625,2,0.0,0.0,3.009737061569467,4.9998291373754e-07,-8.799711227416992,-15.390861511230469,-41.90625,21.58960447832942,1.0351877258818987,0.25,6.0,0.125,72.07347869873047,0.0
reward_only,1102,test,46,42012_0046,True,True,success,72.0,4.923126697540283,0.8664764165878296,843.2598266601562,835.7796020507812,11860.8525390625,10,0.0,0.0,3.3078442828522787,1.0809713191722242e-06,-10.173091888427734,-19.224515914916992,-39.97222137451172,24.959962968714535,1.008949996615161,0.5,7.0,0.3611111111111111,58.295501708984375,0.0
reward_only,1102,test,47,42012_0047,True,True,success,32.0,4.41554594039917,1.2527763843536377,280.283447265625,274.27337646484375,4257.07958984375,3,0.0,0.0,0.05820078565739095,2.2469288651905117e-07,-4.659799575805664,-10.611989974975586,-41.1875,21.34358668141067,1.0219127021304295,0.09375,2.0,0.03125,1.5120105743408203,0.0
reward_only,1102,test,48,42012_0048,True,True,success,62.0,2.4411017894744873,1.9359995126724243,750.2821655273438,734.0289306640625,10531.787109375,5,0.0,0.0,1.8925567724772039,7.161704565584343e-07,-8.0285005569458,-22.957168579101562,-39.64516067504883,25.1638773791492,1.0221424990001107,0.24193548387096775,2.0,0.1774193548387097,26.861352920532227,0.0
reward_only,1102,test,49,42012_0049,True,True,success,43.0,7.889710903167725,1.496904969215393,446.4049072265625,422.1651611328125,6452.7998046875,2,0.0,0.0,0.21902691642212313,2.4622314349683216e-07,-3.9681811332702637,-11.855560302734375,-40.23255920410156,22.540629621595144,1.057417684653813,0.13953488372093023,2.0,0.06976744186046512,5.921119213104248,0.0
reward_only,1102,test,50,42012_0050,True,True,success,32.0,5.386832237243652,1.2600194215774536,331.1681823730469,317.0541687011719,4696.54736328125,4,0.0,0.0,5.61146202031523,8.084933256213844e-07,-9.350931167602539,-20.395524978637695,-40.4375,21.08855788782239,1.0445160955608745,0.4375,9.0,0.40625,54.14457702636719,83936.0625
reward_only,1102,test,51,42012_0051,True,True,success,42.0,9.629251480102539,1.1111524105072021,444.3311462402344,427.8964538574219,6251.01171875,4,0.0,0.0,0.872312259815988,6.650456070712521e-07,-6.907097816467285,-16.75766944885254,-38.78571319580078,22.376364775002003,1.0384081060608383,0.2619047619047619,3.0,0.16666666666666666,14.891772270202637,0.0
reward_only,1102,test,52,42012_0052,True,True,success,47.0,6.9499735832214355,1.503989338874817,575.708984375,565.0809326171875,7869.4990234375,5,1.0,0.0,7.347152782881514,6.216005125282963e-07,-10.361178398132324,-19.767295837402344,-41.40425491333008,23.44464115984738,1.0188080169482774,0.3404255319148936,7.0,0.2765957446808511,200.0,0.0
reward_only,1102,test,53,42012_0053,True,True,success,44.0,8.833684921264648,1.3980036973953247,451.9621276855469,423.2589111328125,6509.04736328125,1,0.0,0.0,0.23779559237035838,4.86430329389846e-07,-5.750420093536377,-14.474493026733398,-38.931819915771484,22.499690683558583,1.0678147956198085,0.18181818181818182,2.0,0.09090909090909091,3.170144557952881,17306.03125
reward_only,1102,test,54,42012_0054,True,True,success,35.0,7.643752574920654,0.49068763852119446,347.4421691894531,334.30523681640625,4997.19677734375,3,0.0,0.0,0.7730531862803868,6.236456865086178e-07,-6.671818733215332,-15.935019493103027,-38.97142791748047,21.676284922286868,1.039296220717779,0.22857142857142856,4.0,0.14285714285714285,7.2491865158081055,510676.0
reward_only,1102,test,55,42012_0055,True,True,success,72.0,3.735964775085449,0.935171365737915,919.5321044921875,908.1740112304688,12918.7900390625,5,0.0,0.0,0.5168576798815694,8.05702553760865e-07,-7.695700645446777,-13.709708213806152,-38.68055725097656,27.273619991960004,1.012506516505939,0.20833333333333334,4.0,0.1111111111111111,11.89836597442627,284791.375
reward_only,1102,test,56,42012_0056,True,True,success,41.0,5.951512336730957,1.3842430114746094,479.81988525390625,471.1237487792969,6570.10693359375,3,0.0,0.0,0.9231625315619678,7.18749914739885e-07,-6.552059173583984,-19.837629318237305,-38.121952056884766,23.006649147719145,1.0184582851047979,0.17073170731707318,2.0,0.17073170731707318,9.970686912536621,0.0
reward_only,1102,test,57,42012_0057,True,True,success,43.0,7.9691643714904785,1.1611542701721191,530.281005859375,519.4190673828125,7229.67822265625,4,0.0,0.0,1.5492578370626582,6.472183640706262e-07,-7.022837162017822,-17.541759490966797,-39.348838806152344,23.302280135452747,1.0209117053235883,0.2558139534883721,3.0,0.23255813953488372,28.10370635986328,0.0
reward_only,1102,test,58,42012_0058,True,True,success,48.0,8.345830917358398,1.5684007406234741,485.638427734375,476.3292236328125,6938.17529296875,2,0.0,0.0,1.6825170296554763,1.156114130651531e-06,-8.934736251831055,-13.518579483032227,-38.5625,22.09504330344498,1.0195436341918394,0.5208333333333334,14.0,0.4375,9.253227233886719,0.0
reward_only,1102,test,59,42012_0059,True,True,success,43.0,6.799213409423828,1.5450637340545654,472.5126953125,429.8362121582031,6708.361328125,2,0.0,0.0,0.0373953802641048,3.985230903729876e-07,-4.583918571472168,-7.477895259857178,-38.72093200683594,22.753738425672054,1.0992854532660679,0.023255813953488372,1.0,0.023255813953488372,1.6080013513565063,0.0
reward_only,1102,test,60,42012_0060,True,True,success,40.0,9.23044204711914,1.6730475425720215,423.1438293457031,411.19305419921875,6003.037109375,3,0.0,0.0,0.5510879218578338,4.734767337311041e-07,-7.569149971008301,-15.482977867126465,-41.125,22.307106915861368,1.0290636600604988,0.225,2.0,0.125,8.47397232055664,162123.5625
reward_only,1102,test,61,42012_0061,True,True,success,68.0,6.014222621917725,1.8508257865905762,822.4093017578125,814.5477905273438,11347.5537109375,1,0.0,0.0,0.43092175852507353,9.541976261155416e-07,-6.308143615722656,-15.02656364440918,-36.69117736816406,26.60757652670145,1.0096513811981236,0.14705882352941177,2.0,0.08823529411764706,9.327128410339355,177394.890625
reward_only,1102,test,62,42012_0062,True,True,success,51.0,6.025744915008545,0.6087439060211182,618.415771484375,604.642578125,8518.9296875,5,0.0,0.0,4.615679748794612,8.280015467165618e-07,-10.24295711517334,-23.097253799438477,-41.19607925415039,23.442184144631028,1.0227790662743033,0.43137254901960786,4.0,0.3333333333333333,85.32735443115234,0.0
reward_only,1102,test,63,42012_0063,True,True,success,33.0,6.358410835266113,1.5586884021759033,298.7314147949219,263.76312255859375,4554.216796875,2,1.0,0.0,6.0606060606060606,3.649061198123518e-07,-8.886215209960938,-8.83634090423584,-42.09090805053711,21.15038925036788,1.132574606704393,0.030303030303030304,1.0,0.030303030303030304,200.0,0.0
reward_only,1102,test,64,42012_0064,True,True,success,69.0,6.113826751708984,1.4039300680160522,952.4135131835938,940.63330078125,13156.3525390625,6,0.0,0.0,3.657189266405244,8.334046520079594e-07,-8.266487121582031,-19.666549682617188,-39.246376037597656,27.38885092176497,1.0125237033311063,0.2753623188405797,5.0,0.2028985507246377,69.77937316894531,21970.59375
reward_only,1102,test,65,42012_0065,True,True,success,53.0,6.945242404937744,1.3169723749160767,585.462646484375,576.9931640625,8265.8173828125,6,0.0,0.0,2.389641184676087,7.958353955713529e-07,-9.013803482055664,-15.250035285949707,-40.11320877075195,23.159466836601496,1.0146786529709346,0.3584905660377358,5.0,0.3018867924528302,66.6575698852539,0.0
