lane,scenario_id,success,recorded_feasible_success,outcome,time_s,final_distance_m,final_speed_mps,path_m,straight_distance_m,energy_proxy_j,handovers,outage_s,dropped_bits,delay_proxy_mean_s,interference_mean_w,sinr_mean_db,sinr_p05_db,rss_mean_dbm,raw_return
105,42003_0105,True,False,success,54.0,0.6153565049171448,0.0,1188.9295654296875,1188.31396484375,16761.45703125,6,4.0,0.0,37044.05583188732,8.476220366909965e-07,-20.00145149230957,-150.0,-46.94444274902344,30.940076433122158
106,42003_0106,True,True,success,53.0,0.0927252396941185,0.5708857774734497,1180.1744384765625,1180.0816650390625,16578.501953125,6,0.0,0.0,2.93696685486807,7.827423511365473e-07,-8.546469688415527,-19.748092651367188,-39.77358627319336,31.36447189003229
107,42003_0107,True,True,success,69.0,0.7392356991767883,1.1920928955078125e-07,1571.1881103515625,1570.4486083984375,22085.177734375,12,0.0,0.0,3.2419701454911274,1.024177140442444e-06,-9.651585578918457,-19.439218521118164,-39.66666793823242,35.8632292971015
108,42003_0108,True,True,success,56.0,0.5148065090179443,1.1920928955078125e-07,1249.3726806640625,1248.857666015625,17567.888671875,4,0.0,0.0,0.37137160104300293,4.957071634440322e-07,-6.047000408172607,-14.81077766418457,-39.33928680419922,32.70580568909645
109,42003_0109,True,True,success,55.0,0.2582407295703888,1.27446448802948,1234.3665771484375,1234.6248779296875,17323.66015625,7,0.0,0.0,3.504598620737141,9.591760038512638e-07,-8.950091361999512,-19.464359283447266,-39.345455169677734,32.009974762797356
110,42003_0110,True,False,success,64.0,0.6507219076156616,0.0,1439.324951171875,1438.6746826171875,20265.26953125,6,3.0,169701.75,55933.820399017255,7.167750823988683e-07,-14.5669527053833,-25.577802658081055,-43.640625,34.480521872639656
111,42003_0111,True,True,success,77.0,0.07433440536260605,0.9532845616340637,1782.434814453125,1782.509033203125,25002.525390625,6,0.0,0.0,5.537209350422218,8.937793279971641e-07,-10.571401596069336,-21.28911781311035,-41.1298713684082,38.46023987978697
112,42003_0112,True,True,success,47.0,0.4629158675670624,4.915124804938387e-07,1024.9080810546875,1024.4449462890625,14423.5791015625,5,0.0,0.0,4.997994781095297,5.007722994291048e-07,-8.32652473449707,-21.68765640258789,-41.87234115600586,29.440553322434425
113,42003_0113,True,True,success,56.0,0.16347403824329376,0.35007336735725403,1253.8924560546875,1253.728759765625,17615.20703125,5,1.0,0.0,15072.000251989013,1.0800081885317274e-06,-13.224275588989258,-17.92708969116211,-42.05356979370117,31.21541679278016
114,42003_0114,True,True,success,49.0,0.7224676012992859,2.384185791015625e-07,1071.526611328125,1070.8038330078125,15088.5966796875,2,0.0,0.0,1.9439573865763995,8.930675731994133e-07,-9.02725887298584,-17.56240463256836,-39.61224365234375,30.02453829906881
115,42003_0115,False,False,connectivity,20.0,1050.093994140625,24.999998092651367,437.49908447265625,1487.593017578125,6300.0,0,5.0,0.0,150000.0,8.292194678460874e-07,-39.86294174194336,-150.0,-57.54999923706055,-4.0601470321416855
116,42003_0116,True,False,success,71.0,0.1978141814470291,0.21446476876735687,1628.11376953125,1627.9151611328125,22857.255859375,10,0.0,606371.580078125,12.575649696546542,1.1668423995538881e-06,-11.320167541503906,-22.370708465576172,-40.81690216064453,35.684722770005465
117,42003_0117,True,True,success,52.0,0.7855717539787292,2.384185791015625e-07,1141.9410400390625,1141.1558837890625,16091.2607421875,5,0.0,0.0,27.827788858459545,8.594831972284458e-07,-11.586833953857422,-23.64109992980957,-42.38461685180664,30.16571842506528
118,42003_0118,True,True,success,67.0,0.3127233684062958,5.331201577973843e-07,1526.281005859375,1525.9683837890625,21438.32421875,8,0.0,0.0,7.24615101938817,1.1716752934642418e-06,-10.133343696594238,-19.801170349121094,-39.597015380859375,34.974580731242895
119,42003_0119,True,True,success,54.0,0.6302434802055359,5.331201577973843e-07,1197.984130859375,1197.3541259765625,16853.48046875,3,0.0,0.0,9.229231949404088,7.187371588096775e-07,-6.615994930267334,-18.677051544189453,-38.203704833984375,32.213792368769646
120,42003_0120,True,False,success,59.0,0.4465075433254242,1.9343565702438354,1337.0892333984375,1337.5352783203125,18753.3046875,5,4.0,0.0,33899.398069822564,7.918388585579324e-07,-17.67311668395996,-150.0,-45.35593032836914,33.28410375490785
121,42003_0121,True,True,success,56.0,0.767744779586792,4.915124804938387e-07,1245.491455078125,1244.7236328125,17528.244140625,3,0.0,0.0,1.6699572217517666,5.910717127172964e-07,-6.665934085845947,-14.966157913208008,-39.26785659790039,32.628034487366676
122,42003_0122,True,True,success,73.0,0.012246031314134598,0.7708631157875061,1681.3519287109375,1681.3387451171875,23590.91015625,7,0.0,0.0,3.8186488256037032,8.329096429668127e-07,-10.036967277526855,-21.625986099243164,-40.9315071105957,37.559726253151894
123,42003_0123,True,True,success,74.0,0.7680743336677551,7.99680208274367e-07,1691.3565673828125,1690.588623046875,23785.298828125,10,0.0,0.0,5.608442197176251,9.214963823352092e-07,-10.389089584350586,-20.964805603027344,-40.878379821777344,37.292445819824934
124,42003_0124,True,True,success,65.0,0.7207122445106506,0.0,1465.3328857421875,1464.61279296875,20625.08984375,3,3.0,0.0,30995.90606146283,7.858445201236464e-07,-14.88898754119873,-26.66448974609375,-43.58461380004883,35.095147646963596
125,42003_0125,True,False,success,48.0,0.14439637959003448,1.084343671798706,1058.218994140625,1058.363525390625,14861.0498046875,4,4.0,0.0,29166.913373961735,4.401127871034305e-07,-17.676273345947266,-150.0,-47.08333206176758,29.923676759004593
126,42003_0126,True,True,success,64.0,0.30214396119117737,1.342426061630249,1459.78271484375,1460.084716796875,20478.244140625,4,3.0,0.0,18754.911915135337,7.238588946023583e-07,-15.055139541625977,-26.460657119750977,-44.078125,34.6355077624321
127,42003_0127,True,True,success,76.0,0.8006629943847656,0.0,1743.922607421875,1743.1226806640625,24512.060546875,10,0.0,0.0,4.616696308464988,9.115420588638077e-07,-9.913427352905273,-18.315837860107422,-40.421051025390625,37.850535944104195
128,42003_0128,True,True,success,64.0,0.024189641699194908,0.851178765296936,1456.8271484375,1456.8514404296875,20445.9921875,6,2.0,0.0,13996.163596628467,6.310540521248242e-07,-13.660306930541992,-22.833919525146484,-44.3125,34.655288737267256
129,42003_0129,True,True,success,70.0,0.7802412509918213,2.6656007889869215e-07,1595.09814453125,1594.317626953125,22424.39453125,4,0.0,0.0,3.466120055637189,8.87256755634423e-07,-9.383797645568848,-22.73332977294922,-40.08571243286133,36.718561831861734
130,42003_0130,True,True,success,58.0,0.4485897123813629,1.962599754333496,1312.17578125,1312.6236572265625,18404.21484375,6,0.0,0.0,7.8906776058519705,8.296097129114687e-07,-9.436841011047363,-20.82271957397461,-40.431034088134766,32.76730262488127
131,42003_0131,True,True,success,54.0,0.0844949260354042,0.5929232239723206,1205.3040771484375,1205.2191162109375,16929.853515625,7,0.0,0.0,2.2806164050319544,8.872469492273551e-07,-9.364670753479004,-19.81281089782715,-40.203704833984375,31.309171203523874
132,42003_0132,True,True,success,67.0,0.06266340613365173,0.649921715259552,1530.6400146484375,1530.577392578125,21483.3671875,7,0.0,0.0,2.3033322803120115,1.0805426050702312e-06,-10.297974586486816,-19.695560455322266,-40.05970001220703,35.180894202552736
133,42003_0133,True,True,success,67.0,0.4066316783428192,4.915124804938387e-07,1525.44873046875,1525.041748046875,21429.357421875,5,0.0,0.0,1.2865933546824242,4.928047106309961e-07,-7.273304462432861,-17.29763412475586,-40.597015380859375,36.124780640006065
134,42003_0134,False,False,connectivity,55.0,77.530517578125,21.756126403808594,1310.258056640625,1387.78857421875,18477.0546875,2,5.0,0.0,54548.133137829514,7.431052216072037e-07,-21.895225524902344,-150.0,-48.327274322509766,-5.737069319933653
135,42003_0135,True,True,success,69.0,0.4095456004142761,1.497483491897583,1585.7294921875,1586.1383056640625,22238.8359375,5,0.0,0.0,1.120502421065517,4.006363024908079e-07,-6.562578201293945,-16.445247650146484,-40.739131927490234,37.37566499784589
136,42003_0136,False,False,connectivity,55.0,152.32704162597656,25.0,1312.5006103515625,1464.827880859375,18550.0,3,5.0,0.0,54549.785762724634,8.449434600069335e-07,-22.938770294189453,-150.0,-48.890907287597656,-4.967451296746731
137,42003_0137,True,True,success,52.0,0.4389781355857849,5.331201577973843e-07,1150.141357421875,1149.7022705078125,16176.0830078125,3,0.0,0.0,10.34061812924651,9.894855522291507e-07,-11.645126342773438,-25.021671295166016,-41.769229888916016,30.227893706411123
138,42003_0138,True,True,success,46.0,0.11402804404497147,1.0290429592132568,1007.8897094726562,1008.00341796875,14157.4384765625,3,0.0,0.0,1.7242492677077004,6.676859397736695e-07,-8.219531059265137,-15.545052528381348,-40.130435943603516,29.289177127182484
139,42003_0139,True,True,success,65.0,0.4360816478729248,1.5340352058410645,1485.950439453125,1486.38720703125,20841.365234375,8,0.0,0.0,3.8995717915204855,8.855682647908207e-07,-10.300707817077637,-18.656396865844727,-41.015384674072266,34.656036142259836
140,42003_0140,True,True,success,56.0,0.8016940355300903,0.0,1243.7799072265625,1242.978515625,17510.501953125,5,0.0,0.0,2.016578256784539,8.812092221635989e-07,-9.4277982711792,-19.330665588378906,-40.19643020629883,31.8160633277148
141,42003_0141,True,True,success,50.0,0.7363716959953308,2.384185791015625e-07,1096.2451171875,1095.508544921875,15435.7705078125,4,0.0,0.0,2.3275522461161016,7.90908387671152e-07,-9.855860710144043,-20.10974884033203,-40.97999954223633,30.17031081020832
142,42003_0142,True,True,success,49.0,0.0254127886146307,0.8536790013313293,1081.843505859375,1081.869140625,15196.146484375,5,0.0,0.0,1.7893601879857632,4.334788201856786e-07,-8.977710723876953,-18.636625289916992,-42.836734771728516,30.142600180581212
143,42003_0143,True,True,success,63.0,0.16187039017677307,1.1148816347122192,1433.3983154296875,1433.560546875,20113.0546875,5,0.0,0.0,1.3781203038635708,6.934777280956417e-07,-7.511104583740234,-18.363195419311523,-39.77777862548828,34.80091716349125
144,42003_0144,True,True,success,56.0,0.43903395533561707,1.6562942266464233,1261.30029296875,1261.7392578125,17695.0234375,8,0.0,0.0,6.765069456970585,1.0500511941862506e-06,-10.833247184753418,-21.166269302368164,-40.69643020629883,31.47035950422287
145,42003_0145,True,True,success,54.0,0.6380695104598999,2.384185791015625e-07,1197.882568359375,1197.24462890625,16852.39453125,4,0.0,0.0,3.6432147858043513,8.683768442097062e-07,-9.580949783325195,-18.829120635986328,-40.44444274902344,31.273651458323002
146,42003_0146,True,True,success,50.0,0.7989329099655151,3.725290298461914e-09,1094.1021728515625,1093.3033447265625,15413.9560546875,3,0.0,0.0,5.825285961106419,9.950294872851373e-07,-10.43741226196289,-21.082487106323242,-40.540000915527344,29.835163723677397
147,42003_0147,True,True,success,58.0,0.7327943444252014,2.4027400513659813e-07,1296.320068359375,1295.58740234375,18236.5234375,4,0.0,0.0,8.841825118545314,1.1496980456395876e-06,-11.643970489501953,-22.09942054748535,-41.120689392089844,31.984241101890802
148,42003_0148,True,True,success,67.0,0.3686695694923401,2.384185791015625e-07,1525.796630859375,1525.4271240234375,21433.072265625,8,0.0,0.0,2.2999082343347035,9.038369312157326e-07,-7.802476406097412,-17.34377098083496,-38.6119384765625,35.625666096806526
149,42003_0149,True,True,success,51.0,0.15590247511863708,1.1041975021362305,1133.3436279296875,1133.499755859375,15912.3515625,5,2.0,0.0,11765.222905926552,4.586321365735e-07,-12.497092247009277,-17.691150665283203,-43.94117736816406,31.04577175155282
150,42003_0150,True,True,success,59.0,0.5791835784912109,0.0,1323.64208984375,1323.0628662109375,18610.251953125,5,0.0,0.0,7.960825969354581,8.502033991181495e-07,-8.254805564880371,-17.98919105529785,-39.06779479980469,33.29147908836603
151,42003_0151,True,True,success,52.0,0.0718238577246666,0.948192298412323,1157.408447265625,1157.4798583984375,16252.2001953125,2,0.0,0.0,0.4748573483755955,4.783929453603482e-07,-4.858046531677246,-14.705636024475098,-39.019229888916016,31.681675355881453
152,42003_0152,True,True,success,61.0,0.43864020705223083,1.727215051651001,1386.4925537109375,1386.930908203125,19447.0234375,7,0.0,0.0,0.49164534421240697,4.925616634711302e-07,-7.0730180740356445,-14.01674747467041,-40.36065673828125,34.4937633164227
153,42003_0153,True,True,success,52.0,0.8028820753097534,2.6656007889869215e-07,1143.3409423828125,1142.5382080078125,16105.845703125,4,0.0,0.0,6.76338917382348,1.0547659817697981e-06,-10.836918830871582,-20.901012420654297,-40.69230651855469,30.354549452662468
154,42003_0154,True,True,success,74.0,0.1856512427330017,0.265461802482605,1703.4061279296875,1703.220947265625,23910.22265625,5,0.0,0.0,14.640421994634577,8.40041806398133e-07,-9.623612403869629,-23.341283798217773,-40.5405387878418,37.94204448070377
155,42003_0155,True,True,success,69.0,0.03923454508185387,0.7075785994529724,1580.97802734375,1580.939697265625,22186.951171875,11,0.0,0.0,3.189032960403036,5.858852018158411e-07,-8.404523849487305,-16.692249298095703,-40.92753601074219,36.61009454727173
156,42003_0156,True,True,success,53.0,0.11050060391426086,0.5196563005447388,1179.8768310546875,1179.76611328125,16575.37890625,3,0.0,0.0,1.5280589948074434,5.633448557451835e-07,-5.9405999183654785,-18.44731330871582,-39.1698112487793,31.882272269576788
157,42003_0157,True,True,success,65.0,0.8001722097396851,2.6656007889869215e-07,1467.804931640625,1467.005126953125,20650.236328125,7,0.0,0.0,8.366048909910024,6.161763197864135e-07,-8.74179744720459,-21.64681053161621,-41.092308044433594,34.90312393382192
158,42003_0158,True,True,success,47.0,0.013524074107408524,0.7681652307510376,1031.3369140625,1031.3228759765625,14490.7421875,4,0.0,0.0,1.5792072041237608,9.430047292822719e-07,-9.270942687988281,-19.949256896972656,-39.61701965332031,29.491080187261105
159,42003_0159,True,True,success,59.0,0.4398021399974823,1.6227242946624756,1336.2125244140625,1336.651611328125,18744.1015625,6,0.0,0.0,4.1547165063478175,4.0104898782713354e-07,-7.856535911560059,-20.086416244506836,-42.440677642822266,33.30592679232359
160,42003_0160,True,True,success,72.0,0.4406697750091553,1.592924952507019,1661.1361083984375,1661.5767822265625,23293.306640625,6,0.0,0.0,0.4895436724440919,6.856801607489792e-07,-5.352175235748291,-16.140012741088867,-37.52777862548828,38.392024863511324
161,42003_0161,True,True,success,65.0,0.30504459142684937,4.805480102731963e-07,1476.347900390625,1476.042724609375,20739.0390625,5,0.0,0.0,1.2920969128608704,5.780856191414876e-07,-7.045146465301514,-14.94025707244873,-39.58461380004883,35.647100534290075
162,42003_0162,True,True,success,65.0,0.7763718962669373,0.0,1470.23095703125,1469.4547119140625,20675.67578125,6,1.0,0.0,3077.8438338719307,9.716700822956717e-07,-10.529404640197754,-19.674617767333984,-40.03076934814453,35.168807588517666
163,42003_0163,True,True,success,47.0,0.7901090979576111,2.4575624024691933e-07,1017.1455688476562,1016.3551025390625,14343.3251953125,5,0.0,0.0,1.5105400496023766,7.227773649185807e-07,-9.029629707336426,-17.222936630249023,-40.59574508666992,29.137153182178736
164,42003_0164,True,True,success,56.0,0.7999588847160339,2.384185791015625e-07,1244.0040283203125,1243.2041015625,17512.865234375,4,0.0,0.0,2.45273779971259,8.877832234434533e-07,-8.621546745300293,-16.997602462768555,-39.33928680419922,32.293593753129244
165,42003_0165,True,True,success,66.0,0.16081956028938293,0.3601733446121216,1503.9505615234375,1503.7889404296875,21115.806640625,7,0.0,0.0,3.199206125104066,9.834826667801364e-07,-8.110429763793945,-17.70914077758789,-38.378787994384766,35.08845553919673
166,42003_0166,True,True,success,54.0,0.7196973562240601,5.331201577973843e-07,1196.5758056640625,1195.8560791015625,16839.099609375,7,0.0,0.0,3.165233232943272,8.116517407146333e-07,-9.191536903381348,-21.99209976196289,-40.185184478759766,31.49524539336562
167,42003_0167,True,True,success,48.0,0.6394467353820801,4.76837158203125e-07,1047.8604736328125,1047.2210693359375,14752.19140625,6,0.0,0.0,4.6130028873837245,8.957564521239192e-07,-8.46136474609375,-17.783817291259766,-39.1875,29.658113468438387
168,42003_0168,True,True,success,78.0,0.573337733745575,2.384185791015625e-07,1798.70947265625,1798.13671875,25260.974609375,9,0.0,0.0,3.4321264751637592,9.676794730076392e-07,-10.09607982635498,-21.457843780517578,-40.410255432128906,39.444943787530065
169,42003_0169,True,True,success,69.0,0.21745310723781586,0.1205274686217308,1577.5711669921875,1577.35400390625,22151.841796875,8,2.0,0.0,11072.909221389695,5.102021836766679e-07,-10.688019752502441,-17.611026763916016,-42.434783935546875,36.97139026224613
170,42003_0170,True,False,success,55.0,0.4438817799091339,1.8952056169509888,1236.977294921875,1237.4207763671875,17352.072265625,5,3.0,0.0,24477.55201496143,6.227516325648966e-07,-15.40782356262207,-65.72686767578125,-45.16363525390625,31.762716583907604
171,42003_0171,True,True,success,48.0,0.11546619236469269,0.5057108998298645,1054.798583984375,1054.6827392578125,14824.5380859375,4,0.0,0.0,2.7731377748423256,7.301673985438129e-07,-7.779271602630615,-17.900840759277344,-39.29166793823242,30.202296402305365
172,42003_0172,True,True,success,49.0,0.3668152689933777,1.4372674226760864,1085.3575439453125,1085.7242431640625,15234.6982421875,5,0.0,0.0,2.4547453527243768,7.852075234913339e-07,-10.225064277648926,-19.669689178466797,-41.65306091308594,29.9154118783772
173,42003_0173,True,True,success,66.0,0.44160735607147217,1.8498873710632324,1511.8382568359375,1512.279296875,21200.662109375,7,1.0,0.0,5903.039198504648,8.795552971743305e-07,-12.093287467956543,-20.83605194091797,-41.93939208984375,35.08334067091346
174,42003_0174,True,True,success,69.0,0.574928343296051,2.384185791015625e-07,1573.6905517578125,1573.115478515625,22110.748046875,4,1.0,0.0,4177.534710020462,6.235302261503434e-07,-9.375347137451172,-19.93194580078125,-41.07246398925781,36.89775054901838
175,42003_0175,True,True,success,71.0,0.7104273438453674,6.743495646333031e-07,1621.75634765625,1621.0452880859375,22790.875,8,0.0,0.0,2.0401771291041038,5.178676306187158e-07,-7.528396129608154,-17.91168785095215,-40.802818298339844,37.48106660693884
176,42003_0176,True,True,success,50.0,0.061166513711214066,0.6539434194564819,1105.6622314453125,1105.600830078125,15533.615234375,7,0.0,0.0,6.266378600858152,1.0988114252086234e-06,-11.262088775634766,-20.827362060546875,-40.939998626708984,29.538322512060404
177,42003_0177,True,True,success,46.0,0.44099611043930054,1.5815943479537964,1011.1013793945312,1011.542236328125,14193.0087890625,3,0.0,0.0,0.23485703749136758,4.191715898054613e-07,-5.658196449279785,-13.255279541015625,-40.15217208862305,29.910656355321407
178,42003_0178,True,True,success,65.0,0.7513099312782288,4.915124804938387e-07,1470.9132080078125,1470.162353515625,20682.466796875,4,0.0,0.0,8.3493583041888,8.844956815105084e-07,-10.656952857971191,-21.85578727722168,-41.27692413330078,34.55196376889944
179,42003_0179,True,False,success,51.0,0.4419117867946625,1.8584328889846802,1136.86279296875,1137.3050537109375,15950.9248046875,6,0.0,780166.9619140625,17.723661174413326,1.0646789505966915e-06,-12.536181449890137,-21.438941955566406,-42.33333206176758,29.471827182918787
180,42003_0180,True,True,success,53.0,0.17645812034606934,1.1398957967758179,1183.552490234375,1183.7291259765625,16614.701171875,6,0.0,0.0,2.777090472292225,6.654408227130364e-07,-9.00186824798584,-21.00522232055664,-40.90565872192383,31.051122777163982
181,42003_0181,True,True,success,60.0,0.43865466117858887,1.7260726690292358,1361.487060546875,1361.92529296875,19096.98828125,6,0.0,0.0,0.8201567421356837,5.080002826692483e-07,-7.632904529571533,-16.8203182220459,-41.08333206176758,33.93475730717182
182,42003_0182,True,True,success,75.0,0.6257017254829407,2.4575624024691933e-07,1714.041748046875,1713.4156494140625,24112.521484375,4,3.0,0.0,16943.199614977737,8.182267909736159e-07,-13.459978103637695,-24.029651641845703,-42.2933349609375,38.42245427891612
183,42003_0183,True,True,success,74.0,0.15165123343467712,1.096916675567627,1708.29931640625,1708.4505615234375,23961.87109375,4,0.0,0.0,1.514739014132804,1.0074375801331051e-06,-8.733174324035645,-19.60373306274414,-38.878379821777344,38.710288535803556
184,42003_0184,True,False,success,54.0,0.44049787521362305,1.5983973741531372,1211.1461181640625,1211.5860595703125,16993.447265625,5,3.0,0.0,22236.316221690977,7.311592227139314e-07,-16.03085708618164,-72.49674987792969,-44.75925827026367,31.63994460552931
185,42003_0185,True,True,success,65.0,0.6912060379981995,4.777675712830387e-07,1464.8695068359375,1464.17822265625,20620.4609375,11,0.0,0.0,1.9328698807037794,9.014409066856807e-07,-9.488579750061035,-17.713008880615234,-40.07692337036133,34.422993294894695
186,42003_0186,True,False,success,62.0,0.040312230587005615,0.8848686814308167,1407.02587890625,1407.0670166015625,19748.13671875,7,2.0,103954.7421875,21463.607108507815,9.721961581296835e-07,-16.186330795288086,-26.4842472076416,-44.90322494506836,32.718844909220934
187,42003_0187,True,True,success,64.0,0.7779030203819275,4.76837158203125e-07,1445.174560546875,1444.3973388671875,20325.208984375,5,0.0,0.0,2.081815535435453,7.599104256961198e-07,-6.747084617614746,-17.390731811523438,-38.09375,35.12474220059812
188,42003_0188,True,True,success,71.0,0.09167913347482681,0.98676598072052,1632.6329345703125,1632.7247314453125,22904.69140625,9,0.0,0.0,1.286803715941037,3.829222175025433e-07,-6.703671455383301,-18.956661224365234,-41.239437103271484,37.48124660924077
189,42003_0189,True,True,success,72.0,0.15396352112293243,0.38322657346725464,1654.0849609375,1653.930908203125,23217.17578125,5,0.0,0.0,4.119422341231257,9.717539571043844e-07,-10.23073959350586,-18.632654190063477,-40.45833206176758,37.04417699947953
190,42003_0190,True,True,success,71.0,0.04383412003517151,0.8921348452568054,1632.0689697265625,1632.112548828125,22898.603515625,6,0.0,0.0,0.3017827615823964,4.3183780182427116e-07,-6.194704532623291,-14.503719329833984,-40.61971664428711,38.05760072544217
191,42003_0191,True,False,success,66.0,0.4120263457298279,0.0,1500.398681640625,1499.98583984375,21078.8046875,7,4.0,287425.40625,64251.13138293904,6.437462271798833e-07,-18.26588249206543,-118.3119125366211,-47.09090805053711,34.21650519967079
192,42003_0192,True,True,success,65.0,0.6680582761764526,2.384185791015625e-07,1472.4468994140625,1471.779052734375,20697.939453125,8,0.0,0.0,1.0920759740930337,4.4647676877327913e-07,-7.7823567390441895,-18.456823348999023,-41.46154022216797,35.41623226180673
193,42003_0193,True,True,success,76.0,0.6280301213264465,5.960464477539063e-08,1739.06689453125,1738.438720703125,24462.765625,8,0.0,0.0,1.5687179165083522,7.73374738565436e-07,-9.208361625671387,-17.18075942993164,-40.47368240356445,38.250702768564224
194,42003_0194,True,True,success,65.0,0.2643361985683441,4.805480102731963e-07,1476.6759033203125,1476.4117431640625,20742.671875,7,3.0,0.0,18464.088955899835,4.2305621723069357e-07,-15.337427139282227,-27.188106536865234,-46.984615325927734,34.8382804421708
195,42003_0195,True,True,success,65.0,0.32615187764167786,0.0,1476.165283203125,1475.8388671875,20737.083984375,10,1.0,0.0,3082.7369823377867,5.354034059861917e-07,-10.122709274291992,-25.070697784423828,-42.24615478515625,34.90891166776419
196,42003_0196,True,True,success,66.0,0.7832008600234985,0.0,1495.0052490234375,1494.221923828125,21023.4609375,4,0.0,0.0,0.2611069532718058,4.234963829047143e-07,-4.942360877990723,-11.58411979675293,-39.5,36.40276436880231
197,42003_0197,False,False,connectivity,25.0,660.5843505859375,25.0,562.5005493164062,1223.0848388671875,8050.0,2,5.0,0.0,120000.43627780258,6.903636904098676e-07,-35.05585479736328,-150.0,-56.36000061035156,-7.263665813952684
198,42003_0198,True,True,success,70.0,0.6716312766075134,1.1920928955078125e-07,1589.59716796875,1588.9256591796875,22367.830078125,5,2.0,0.0,13884.816455173066,1.0754555384145144e-06,-13.218338012695312,-22.698657989501953,-41.67142868041992,36.07127298787236
199,42003_0199,True,False,success,76.0,0.054385989904403687,0.9133360385894775,1757.1962890625,1757.2506103515625,24649.9609375,8,0.0,198002.71875,8.058065794873983,9.946049706406102e-07,-10.763908386230469,-20.379783630371094,-40.97368240356445,37.58954395353794
