lane,scenario_id,success,recorded_feasible_success,outcome,time_s,final_distance_m,final_speed_mps,path_m,straight_distance_m,energy_proxy_j,handovers,outage_s,dropped_bits,delay_proxy_mean_s,interference_mean_w,sinr_mean_db,sinr_p05_db,rss_mean_dbm,raw_return
12,42003_0012,True,True,success,71.0,0.802801251411438,2.384185791015625e-07,1618.462646484375,1617.6595458984375,22757.126953125,4,0.0,0.0,1.171290796250105,6.531396698225673e-07,-7.438112735748291,-17.26772689819336,-39.46479034423828,37.571985337883234
13,42003_0013,True,True,success,62.0,0.6496914029121399,2.6656007889869215e-07,1397.717041015625,1397.067138671875,19650.732421875,6,0.0,0.0,0.9543303385857613,7.148695678713393e-07,-8.016554832458496,-17.777124404907227,-39.67741775512695,34.501119792461395
14,42003_0014,True,True,success,56.0,0.34189870953559875,6.743495646333031e-07,1251.029541015625,1250.687744140625,17585.6171875,8,2.0,0.0,10738.956102339684,7.031564227385648e-07,-14.893486976623535,-26.65131378173828,-44.94643020629883,31.692824706435204
15,42003_0015,True,True,success,55.0,0.6025589108467102,1.1920928955078125e-07,1223.3565673828125,1222.7537841796875,17207.240234375,2,0.0,0.0,0.1279488671909679,8.463090807708796e-07,-4.481048583984375,-12.501765251159668,-35.254547119140625,32.63660913705826
16,42003_0016,True,True,success,60.0,0.1677645891904831,0.33451616764068604,1353.80419921875,1353.636474609375,19014.287109375,5,0.0,0.0,2.9967164385287712,5.612354158301968e-07,-7.6855387687683105,-21.279991149902344,-40.516666412353516,33.91083801165223
17,42003_0017,True,True,success,59.0,0.3155885934829712,1.1920928955078125e-07,1326.2564697265625,1325.9404296875,18638.056640625,5,0.0,0.0,2.1547037059977905,5.297294984433455e-07,-8.578045845031738,-17.835952758789062,-41.559322357177734,33.654872830957174
18,42003_0018,True,True,success,49.0,0.34250059723854065,1.4020088911056519,1085.1434326171875,1085.48583984375,15232.291015625,4,0.0,0.0,2.0988368781245486,8.019474579186306e-07,-8.793533325195312,-19.17194366455078,-39.93877410888672,30.25947891548276
19,42003_0019,True,True,success,56.0,0.0074042086489498615,0.8145774602890015,1256.6094970703125,1256.6171875,17643.66796875,6,1.0,0.0,3657.4162642734923,4.565065704501389e-07,-9.126470565795898,-13.373857498168945,-41.71428680419922,32.6002958342433
20,42003_0020,True,True,success,68.0,0.24961815774440765,1.2608036994934082,1559.28515625,1559.535400390625,21872.748046875,7,0.0,0.0,3.4510154699468436,1.1026333339714256e-06,-10.25778865814209,-19.895055770874023,-39.95588302612305,35.5782234556973
21,42003_0021,True,True,success,67.0,0.5929718017578125,0.0,1513.703369140625,1513.109130859375,21309.3046875,2,0.0,0.0,2.985161805553223,9.198295547728559e-07,-9.597310066223145,-19.207735061645508,-40.044776916503906,35.563249971717596
22,42003_0022,True,True,success,67.0,0.07138525694608688,0.947354257106781,1532.3992919921875,1532.470703125,21502.150390625,5,3.0,0.0,29084.986706550593,3.647412897217732e-07,-13.01836109161377,-18.058868408203125,-45.08955383300781,36.061525117605925
23,42003_0023,True,True,success,74.0,0.4498138427734375,1.9778116941452026,1712.21923828125,1712.6693115234375,24004.705078125,6,0.0,0.0,4.53105034768531,7.731441932313878e-07,-9.82479476928711,-20.78684425354004,-41.08108139038086,38.16581564024091
24,42003_0024,True,True,success,46.0,0.2931649386882782,1.328558325767517,1009.695556640625,1009.9885864257812,14177.302734375,2,0.0,0.0,1.1069216247162093,7.317403849998775e-07,-8.546660423278809,-17.028980255126953,-40.239131927490234,29.34358310326934
25,42003_0025,True,True,success,59.0,0.08035660535097122,0.6041789054870605,1330.369873046875,1330.289794921875,18680.55078125,4,0.0,0.0,2.688469847506386,4.290433262752431e-07,-7.898133277893066,-19.08915138244629,-41.813560485839844,33.63561036810279
